Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1210,data analytics course,199.0,4523.280832678712,199.98,15.0,8.0,0.04,1467.0,2024-11-08,hyderabad,Tablet,data anaytics training
A1211,data analytics course,101.0,3241.0,183.34,24.0,7.0,0.0489792299898682,1483.0,2024-10-11,hyderabad,Tablet,data anaytics training
A1212,data analytics course,118.0,3970.0,215.09062325209752,27.0,9.0,0.076,1036.0,2024-11-19,hyderabad,Desktop,data analytics course
A1213,data analytics course,199.0,5734.0,247.99,18.0,7.0,0.0489792299898682,1455.0,2024-11-11,hyderabad,Desktop,data analitics online
A1214,data analytics course,183.0,4001.0,237.85,23.0,4.0,0.022,1430.0,2024-11-21,hyderabad,Mobile,online data analytic
A1215,data analytics course,126.0,4206.0,233.76,29.0,10.0,0.041,1998.0,2024-11-06,hyderabad,Tablet,online data analytic
A1216,data analytics course,199.0,4745.0,215.09062325209752,13.0,9.0,0.0489792299898682,1800.0,2024-11-28,hyderabad,Tablet,analytics for data
A1217,data analytics course,92.0,4042.0,200.75,15.0,7.0,0.076,1234.0,2024-11-24,hyderabad,Tablet,learn data analytics
A1218,data analytics course,138.95699356913184,4883.0,249.61,10.0,3.0,0.0489792299898682,1464.0,2024-11-12,hyderabad,Tablet,online data analytic
A1219,data analytics course,92.0,3748.0,208.15,14.0,8.0,0.087,1297.0,2024-11-02,hyderabad,Desktop,analytics for data
A1220,data analytics course,135.0,3480.0,224.94,11.0,4.0,0.03,1398.0,2024-11-23,hyderabad,Tablet,data analitics online
A1221,data analytics course,177.0,3007.0,223.22,30.0,8.0,0.045,1766.0,2024-11-02,hyderabad,Mobile,data analitics online
A1222,data analytics course,117.0,3380.0,186.73,21.0,10.0,0.055,1958.0,2024-11-19,hyderabad,Desktop,data anaytics training
A1223,data analytics course,127.0,4823.0,194.69,11.0,10.0,0.057,1496.0,2024-11-15,hyderabad,Desktop,data analytics course
A1224,data analytics course,132.0,4490.0,202.45,10.0,7.0,0.053,1441.0,2024-11-10,hyderabad,Mobile,data analitics online
A1225,data analytics course,102.0,5149.0,229.48,27.0,9.0,0.088,1137.0,2024-11-26,hyderabad,Desktop,learn data analytics
A1226,data analytics course,91.0,4290.0,213.74,24.0,10.0,0.0489792299898682,1797.0,2024-11-16,hyderabad,Mobile,online data analytic
A1227,data analytics course,163.0,5643.0,217.4,30.0,6.0,0.0489792299898682,1678.0,2024-11-01,hyderabad,Desktop,data analitics online
A1228,data analytics course,92.0,3916.0,188.1,24.0,6.0,0.065,1005.0,2024-11-14,hyderabad,Desktop,online data analytic
A1229,data analytics course,165.0,4551.0,185.35,30.0,7.0,0.0489792299898682,1662.0,2024-11-06,hyderabad,Desktop,data analitics online
A1230,data analytics course,127.0,3344.0,201.7,10.0,8.0,0.0489792299898682,1190.0,2024-11-11,hyderabad,Desktop,analytics for data
A1231,data analytics course,178.0,4441.0,231.97,22.0,4.0,0.022,1886.0,2024-11-24,hyderabad,Mobile,analytics for data
A1232,data analytics course,101.0,4523.280832678712,234.17,29.0,5.0,0.05,1568.0,2024-11-27,hyderabad,Mobile,data anaytics training
A1233,data analytics course,161.0,5977.0,193.27,24.0,7.0,0.0489792299898682,1366.0,2024-11-13,hyderabad,Desktop,online data analytic
A1234,data analytics course,95.0,4562.0,187.62,24.0,9.0,0.095,1239.0,2024-11-26,hyderabad,Desktop,data anaytics training
A1235,data analytics course,85.0,5099.0,232.56,28.0,9.0,0.0489792299898682,1526.0,2024-02-11,hyderabad,Mobile,data anaytics training
A1236,data analytics course,192.0,5852.0,181.05,16.0,8.0,0.042,1600.0,2024-11-21,hyderabad,Desktop,analytics for data
A1237,data analytics course,80.0,3823.0,181.57,13.0,4.0,0.0489792299898682,1564.0,2024-11-13,hyderabad,Desktop,online data analytic
A1238,data analytics course,191.0,4612.0,238.23,20.0,10.0,0.052,1531.0,2024-01-11,hyderabad,Mobile,learn data analytics
A1239,data analytics course,147.0,5881.0,196.34,23.0,7.0,0.048,1614.0,2024-11-18,hyderabad,Desktop,data anaytics training
A1240,data analytics course,100.0,5204.0,197.53,26.0,4.0,0.04,1675.0,2024-11-24,hyderabad,Tablet,data analytics course
A1241,data analytics course,82.0,5130.0,233.75,24.0,9.0,0.11,1498.6481105241771,2024-11-15,hyderabad,Mobile,data analitics online
A1242,data analytics course,123.0,5231.0,202.93,30.0,10.0,0.081,1551.0,2024-11-23,hyderabad,Desktop,online data analytic
A1243,data analytics course,165.0,5980.0,248.41,17.0,3.0,0.018,1803.0,2024-06-11,hyderabad,Tablet,online data analytic
A1244,data analytics course,167.0,3202.0,214.87,26.0,6.0,0.036,1571.0,2024-12-11,hyderabad,Desktop,data analitics online
A1245,data analytics course,111.0,5847.0,196.71,21.0,9.0,0.081,1445.0,2024-11-30,hyderabad,Mobile,online data analytic
A1246,data analytics course,94.0,4359.0,215.09062325209752,28.0,5.0,0.045,1920.0,2024-11-07,hyderabad,Tablet,learn data analytics
A1247,data analytics course,179.0,3185.0,236.74,29.0,5.0,0.0489792299898682,1156.0,2024-11-11,hyderabad,Desktop,data analytics course
A1248,data analytics course,166.0,5592.0,183.03,22.0,4.0,0.024,1636.0,2024-11-22,hyderabad,Tablet,online data analytic
A1249,data analytics course,90.0,5062.0,191.4,23.0,6.0,0.0489792299898682,1775.0,2024-11-19,hyderabad,Tablet,data analytics course
A1250,data analytics course,106.0,5830.0,241.9,29.0,10.0,0.035,1897.0,2024-11-02,hyderabad,Desktop,data anaytics training
A1251,data analytics course,138.95699356913184,4629.0,236.96,10.0,6.0,0.0489792299898682,1183.0,2024-06-11,hyderabad,Desktop,data anaytics training
A1252,data analytics course,158.0,4780.0,247.2,23.0,9.0,0.0489792299898682,1005.0,2024-11-24,hyderabad,Desktop,learn data analytics
A1253,data analytics course,187.0,3800.0,241.0,16.0,8.0,0.043,1842.0,2024-11-09,hyderabad,Mobile,analytics for data
A1254,data analytics course,95.0,4096.0,242.69,26.0,9.0,0.095,1550.0,2024-11-22,hyderabad,Tablet,online data analytic
A1255,data analytics course,118.0,3562.0,231.5,12.0,3.0,0.025,1856.0,2024-11-19,hyderabad,Desktop,data analytics course
A1256,data analytics course,166.0,3910.0,191.32,27.0,7.0,0.042,1498.6481105241771,2024-11-15,hyderabad,Mobile,analytics for data
A1257,data analytics course,146.0,5411.0,201.76,28.0,7.0,0.048,1393.0,2024-11-14,hyderabad,Desktop,data analitics online
A1258,data analytics course,101.0,4026.0,219.68,22.0,9.0,0.089,1149.0,2024-11-15,hyderabad,Desktop,analytics for data
A1259,data analytics course,185.0,3716.0,218.23,27.0,7.0,0.056,1015.0,2024-11-03,hyderabad,Desktop,online data analytic
A1260,data analytics course,147.0,5162.0,186.79,30.0,7.0,0.048,1733.0,2024-11-25,hyderabad,Desktop,analytics for data
A1261,data analytics course,188.0,3859.0,211.83,30.0,9.0,0.048,1719.0,2024-11-28,hyderabad,Mobile,online data analytic
A1262,data analytics course,122.0,3350.0,225.89,28.0,3.0,0.0489792299898682,1509.0,2024-11-24,hyderabad,Desktop,data analitics online
A1263,data analytics course,143.0,5340.0,215.09062325209752,20.0,9.0,0.063,1223.0,2024-11-05,hyderabad,Tablet,online data analytic
A1264,data analytics course,170.0,3124.0,234.92,17.0,3.0,0.018,1232.0,2024-11-11,hyderabad,Desktop,data anaytics training
A1265,data analytics course,114.0,5017.0,242.62,11.0,6.0,0.053,1303.0,2024-11-17,hyderabad,Mobile,data analitics online
A1266,data analytics course,186.0,3424.0,201.81,27.0,3.0,0.016,1337.0,2024-11-26,hyderabad,Desktop,data anaytics training
A1267,data analytics course,120.0,4060.0,210.95,24.0,9.0,0.075,1376.0,2024-11-05,hyderabad,Tablet,data analitics online
A1268,data analytics course,130.0,5688.0,212.05,21.0,5.0,0.038,1454.0,2024-11-17,hyderabad,Desktop,learn data analytics
A1269,data analytics course,178.0,5029.0,189.79,25.0,8.0,0.045,1510.0,2024-09-11,hyderabad,Desktop,data anaytics training
A1270,data analytics course,196.0,5476.0,204.63,19.0,4.0,0.02,1288.0,2024-11-26,hyderabad,Desktop,data anaytics training
A1271,data analytics course,110.0,5000.0,197.89,18.0,3.0,0.027,1110.0,2024-11-12,hyderabad,Desktop,online data analytic
A1272,data analytics course,95.0,4141.0,207.14,22.0,3.0,0.054,1929.0,2024-11-11,hyderabad,Tablet,learn data analytics
A1273,data analytics course,183.0,4791.0,232.97,27.0,5.0,0.0489792299898682,1476.0,2024-11-21,hyderabad,Desktop,data analitics online
A1274,data analytics course,100.0,4168.0,193.6,30.0,3.0,0.03,1692.0,2024-11-25,hyderabad,Desktop,online data analytic
A1275,data analytics course,187.0,3741.0,226.11,27.0,10.0,0.053,1342.0,2024-11-14,hyderabad,Tablet,learn data analytics
A1276,data analytics course,90.0,3577.0,233.54,24.0,5.0,0.052,1175.0,2024-11-14,hyderabad,Tablet,analytics for data
A1277,data analytics course,148.0,4469.0,209.76,25.0,8.0,0.054,1498.6481105241771,2024-11-25,hyderabad,Tablet,data analytics course
A1278,data analytics course,129.0,3611.0,227.82,11.0,7.0,0.054,1250.0,2024-11-22,hyderabad,Tablet,data anaytics training
A1279,data analytics course,120.0,3947.0,193.49,15.0,6.0,0.05,1305.0,2024-11-12,hyderabad,Mobile,data anaytics training
A1280,data analytics course,82.0,4239.0,191.75,23.0,8.0,0.0489792299898682,1062.0,2024-11-22,hyderabad,Mobile,learn data analytics
A1281,data analytics course,145.0,5973.0,242.16,12.0,7.0,0.048,1508.0,2024-11-14,hyderabad,Tablet,online data analytic
A1282,data analytics course,190.0,4525.0,188.85,10.0,5.0,0.026,1875.0,2024-11-01,hyderabad,Tablet,data anaytics training
A1283,data analytics course,137.0,4395.0,241.58,24.0,4.0,0.043,1512.0,2024-11-06,hyderabad,Desktop,online data analytic
A1284,data analytics course,157.0,3047.0,222.66,19.0,3.0,0.019,1964.0,2024-01-11,hyderabad,Mobile,data analitics online
A1285,data analytics course,105.0,5348.0,226.1,27.0,5.0,0.048,1003.0,2024-12-11,hyderabad,Tablet,learn data analytics
A1286,data analytics course,149.0,3101.0,231.44,15.0,9.0,0.06,1126.0,2024-11-06,hyderabad,Tablet,data anaytics training
A1287,data analytics course,159.0,3693.0,187.09,24.0,6.0,0.038,1256.0,2024-11-24,hyderabad,Desktop,learn data analytics
A1288,data analytics course,150.0,5590.0,215.09062325209752,20.0,8.0,0.0489792299898682,1286.0,2024-02-11,hyderabad,Mobile,data analytics course
A1289,data analytics course,138.95699356913184,5277.0,227.46,10.0,5.0,0.0489792299898682,1541.0,2024-11-15,hyderabad,Tablet,data analitics online
A1290,data analytics course,98.0,4653.0,205.84,29.0,5.0,0.051,1866.0,2024-02-11,hyderabad,Mobile,data analitics online
A1291,data analytics course,86.0,3513.0,211.16,22.0,7.0,0.0489792299898682,1917.0,2024-10-11,hyderabad,Desktop,data analytics course
A1292,data analytics course,128.0,5772.0,235.54,20.0,10.0,0.078,1215.0,2024-04-11,hyderabad,Desktop,data anaytics training
A1293,data analytics course,105.0,5840.0,236.56,22.0,8.0,0.047,1811.0,2024-11-24,hyderabad,Tablet,data analytics course
A1294,data analytics course,90.0,4523.280832678712,249.0,21.0,10.0,0.0489792299898682,1245.0,2024-11-19,hyderabad,Mobile,data analytics course
A1295,data analytics course,89.0,5158.0,211.76,20.0,5.0,0.056,1119.0,2024-11-21,hyderabad,Desktop,online data analytic
A1296,data analytics course,119.0,3489.0,194.36,14.0,3.0,0.055,1633.0,2024-11-10,hyderabad,Mobile,data analytics course
A1297,data analytics course,173.0,3977.0,229.82,30.0,5.0,0.037,1584.0,2024-11-22,hyderabad,Desktop,learn data analytics
A1298,data analytics course,95.0,3397.0,181.89,24.0,7.0,0.074,1560.0,2024-11-27,hyderabad,Tablet,data analytics course
A1299,data analytics course,112.0,5194.0,245.97,10.0,5.0,0.045,1016.0,2024-11-21,hyderabad,Tablet,data anaytics training
A1300,data analytics course,134.0,3007.0,217.53,10.0,5.0,0.037,1371.0,2024-11-30,hyderabad,Mobile,data anaytics training
A1301,data analytics course,113.0,5721.0,216.7,11.0,6.0,0.053,1743.0,2024-11-17,hyderabad,Desktop,data anaytics training
A1302,data analytics course,157.0,3546.0,189.11,16.0,5.0,0.032,1333.0,2024-11-28,hyderabad,Mobile,data analitics online
A1303,data analytics course,105.0,3670.0,245.85,24.0,9.0,0.0489792299898682,1653.0,2024-11-24,hyderabad,Tablet,data analytics course
A1304,data analytics course,162.0,5915.0,211.96,11.0,7.0,0.0489792299898682,1394.0,2024-11-20,hyderabad,Tablet,analytics for data
A1305,data analytics course,138.95699356913184,4450.0,219.21,16.0,10.0,0.056,1917.0,2024-11-10,hyderabad,Mobile,learn data analytics
A1306,data analytics course,136.0,5782.0,189.65,23.0,6.0,0.044,1951.0,2024-11-11,hyderabad,Tablet,data anaytics training
A1307,data analytics course,192.0,4339.0,245.57,24.0,8.0,0.047,1284.0,2024-11-18,hyderabad,Mobile,learn data analytics
A1308,data analytics course,147.0,5870.0,215.09062325209752,14.0,8.0,0.054,1748.0,2024-11-02,hyderabad,Mobile,data anaytics training
A1309,data analytics course,164.0,5662.0,186.41,11.0,9.0,0.055,1020.0,2024-11-17,hyderabad,Tablet,data analytics course
A1310,data analytics course,192.0,5130.0,184.63,19.0,4.0,0.0489792299898682,1087.0,2024-11-07,hyderabad,Desktop,data analytics course
A1311,data analytics course,139.0,4608.0,224.99,12.0,8.0,0.0489792299898682,1095.0,2024-11-12,hyderabad,Desktop,data anaytics training
A1312,data analytics course,199.0,5290.0,218.55,20.0,7.0,0.035,1234.0,2024-11-30,hyderabad,Tablet,learn data analytics
A1313,data analytics course,82.0,4961.0,220.29,27.0,7.0,0.059,1149.0,2024-02-11,hyderabad,Tablet,data analytics course
A1314,data analytics course,175.0,4347.0,242.06,17.0,3.0,0.017,1617.0,2024-11-22,hyderabad,Desktop,data anaytics training
A1315,data analytics course,181.0,5664.0,204.74,22.0,5.0,0.028,1719.0,2024-11-22,hyderabad,Desktop,data analytics course
A1316,data analytics course,146.0,3757.0,192.59,25.0,9.0,0.0489792299898682,1169.0,2024-11-09,hyderabad,Desktop,online data analytic
A1317,data analytics course,192.0,4225.0,242.0,24.0,6.0,0.031,1032.0,2024-11-01,hyderabad,Mobile,data analitics online
A1318,data analytics course,149.0,3410.0,181.12,20.0,4.0,0.033,1806.0,2024-11-17,hyderabad,Desktop,learn data analytics
A1319,data analytics course,93.0,3934.0,226.84,20.0,6.0,0.065,1964.0,2024-11-18,hyderabad,Mobile,data analitics online
A1320,data analytics course,182.0,3384.0,187.67,18.0,8.0,0.044,1769.0,2024-11-01,hyderabad,Desktop,analytics for data
A1321,data analytics course,99.0,3842.0,246.3,23.0,8.0,0.081,1452.0,2024-10-11,hyderabad,Tablet,online data analytic
A1322,data analytics course,188.0,4022.0,238.61,20.0,8.0,0.043,1498.6481105241771,2024-11-06,hyderabad,Mobile,data analitics online
A1323,data analytics course,193.0,5786.0,201.51,16.0,10.0,0.052,1617.0,2024-11-05,hyderabad,Tablet,data anaytics training
A1324,data analytics course,107.0,4423.0,239.47,25.0,9.0,0.084,1370.0,2024-11-23,hyderabad,Desktop,analytics for data
A1325,data analytics course,131.0,4228.0,230.18,16.0,9.0,0.069,1393.0,2024-11-07,hyderabad,Desktop,data anaytics training
A1326,data analytics course,139.0,5120.0,199.3,24.0,5.0,0.036,1835.0,2024-11-23,hyderabad,Mobile,data analytics course
A1327,data analytics course,141.0,3600.0,227.54,20.0,6.0,0.043,1367.0,2024-11-07,hyderabad,Desktop,learn data analytics
A1328,data analytics course,175.0,5016.0,215.09062325209752,16.0,3.0,0.017,1836.0,2024-11-07,hyderabad,Tablet,learn data analytics
A1329,data analytics course,96.0,5771.0,213.98,30.0,3.0,0.031,1130.0,2024-11-30,hyderabad,Mobile,analytics for data
A1330,data analytics course,138.95699356913184,4615.0,194.89,12.0,6.0,0.0489792299898682,1923.0,2024-11-25,hyderabad,Tablet,data anaytics training
A1331,data analytics course,187.0,3115.0,184.61,12.0,3.0,0.016,1324.0,2024-11-30,hyderabad,Mobile,learn data analytics
A1332,data analytics course,153.0,5886.0,218.33,29.0,3.0,0.02,1424.0,2024-11-20,hyderabad,Mobile,analytics for data
A1333,data analytics course,122.0,4929.0,192.72,10.0,10.0,0.082,1498.6481105241771,2024-11-12,hyderabad,Desktop,data anaytics training
A1334,data analytics course,151.0,4357.0,238.69,28.0,9.0,0.06,1447.0,2024-11-13,hyderabad,Tablet,analytics for data
A1335,data analytics course,116.0,4519.0,184.29,23.0,7.0,0.0489792299898682,1070.0,2024-11-12,hyderabad,Desktop,data anaytics training
A1336,data analytics course,145.0,5612.0,207.34,22.0,4.0,0.028,1689.0,2024-12-11,hyderabad,Desktop,learn data analytics
A1337,data analytics course,90.0,3251.0,198.69,12.0,7.0,0.078,1044.0,2024-11-30,hyderabad,Mobile,learn data analytics
A1338,data analytics course,133.0,3360.0,203.78,13.0,9.0,0.068,1654.0,2024-11-14,hyderabad,Mobile,online data analytic
A1339,data analytics course,135.0,5891.0,245.69,21.0,6.0,0.044,1947.0,2024-11-05,hyderabad,Mobile,learn data analytics
A1340,data analytics course,155.0,5835.0,239.52,10.0,4.0,0.041,1498.6481105241771,2024-11-13,hyderabad,Mobile,analytics for data
A1341,data analytics course,100.0,4928.0,186.68,22.0,10.0,0.1,1071.0,2024-11-23,hyderabad,Mobile,analytics for data
A1342,data analytics course,138.0,4049.0,182.66,20.0,7.0,0.051,1292.0,2024-11-20,hyderabad,Mobile,online data analytic
A1343,data analytics course,109.0,4114.0,243.33,18.0,6.0,0.044,1456.0,2024-11-25,hyderabad,Tablet,learn data analytics
A1344,data analytics course,124.0,3947.0,198.11,11.0,4.0,0.032,1308.0,2024-11-26,hyderabad,Mobile,data analytics course
A1345,data analytics course,138.95699356913184,3705.0,239.26,25.0,7.0,0.0489792299898682,1506.0,2024-02-11,hyderabad,Tablet,online data analytic
A1346,data analytics course,197.0,5365.0,208.86,14.0,4.0,0.031,1106.0,2024-11-01,hyderabad,Tablet,data anaytics training
A1347,data analytics course,114.0,5213.0,224.65,26.0,4.0,0.035,1218.0,2024-11-29,hyderabad,Tablet,online data analytic
A1348,data analytics course,117.0,3951.0,212.02,16.0,5.0,0.052,1949.0,2024-11-10,hyderabad,Desktop,data anaytics training
A1349,data analytics course,198.0,3405.0,224.9,13.0,10.0,0.051,1631.0,2024-11-14,hyderabad,Tablet,online data analytic
A1350,data analytics course,160.0,5367.0,208.47,20.0,8.0,0.0489792299898682,1853.0,2024-11-15,hyderabad,Tablet,data analytics course
A1351,data analytics course,137.0,3602.0,194.55,23.0,5.0,0.036,1580.0,2024-11-02,hyderabad,Tablet,data analytics course
A1352,data analytics course,163.0,3917.0,209.01,10.0,3.0,0.0489792299898682,1823.0,2024-11-17,hyderabad,Tablet,data anaytics training
A1353,data analytics course,138.0,5671.0,244.12,26.0,3.0,0.0489792299898682,1498.6481105241771,2024-11-13,hyderabad,Tablet,analytics for data
A1354,data analytics course,194.0,5019.0,227.67,28.0,7.0,0.036,1019.0,2024-11-22,hyderabad,Mobile,learn data analytics
A1355,data analytics course,177.0,3569.0,190.31,13.0,8.0,0.035,1403.0,2024-11-25,hyderabad,Mobile,online data analytic
A1356,data analytics course,113.0,3420.0,223.48,22.0,10.0,0.058,1138.0,2024-11-23,hyderabad,Mobile,online data analytic
A1357,data analytics course,133.0,3064.0,221.8,22.0,5.0,0.038,1538.0,2024-11-11,hyderabad,Mobile,learn data analytics
A1358,data analytics course,118.0,3730.0,207.5,25.0,8.0,0.039,1011.0,2024-11-12,hyderabad,Mobile,data anaytics training
A1359,data analytics course,109.0,5852.0,235.44,20.0,5.0,0.046,1946.0,2024-11-14,hyderabad,Desktop,analytics for data
A1360,data analytics course,109.0,4011.0,184.51,13.0,6.0,0.053,1375.0,2024-11-23,hyderabad,Desktop,data analitics online
A1361,data analytics course,128.0,4636.0,243.83,20.0,10.0,0.059,1941.0,2024-02-11,hyderabad,Mobile,data anaytics training
